Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,D2,28/07/93,Chemnitz,Wuppertaler,0,0,D,,,,,,,,,,,,,,,,,,,,,
3,D2,28/07/93,CZ Jena,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
4,D2,28/07/93,Hansa Rostock,Munich 1860,4,0,H,,,,,,,,,,,,,,,,,,,,,
5,D2,28/07/93,Homburg,St Pauli,2,1,H,,,,,,,,,,,,,,,,,,,,,
6,D2,28/07/93,Mannheim,F Koln,1,1,D,,,,,,,,,,,,,,,,,,,,,
7,D2,28/07/93,Meppen,Bochum,0,1,A,,,,,,,,,,,,,,,,,,,,,
8,D2,28/07/93,RW Essen,Saarbrucken,3,1,H,,,,,,,,,,,,,,,,,,,,,
9,D2,28/07/93,Stuttgarter K,Hannover,0,0,D,,,,,,,,,,,,,,,,,,,,,
10,D2,28/07/93,TB Berlin,Mainz,0,1,A,,,,,,,,,,,,,,,,,,,,,
11,D2,28/07/93,Wolfsburg,Uerdingen,3,0,H,,,,,,,,,,,,,,,,,,,,,
12,D2,31/07/93,Bochum,Hansa Rostock,2,0,H,,,,,,,,,,,,,,,,,,,,,
13,D2,31/07/93,F Koln,Wolfsburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
14,D2,31/07/93,Hannover,TB Berlin,0,1,A,,,,,,,,,,,,,,,,,,,,,
15,D2,31/07/93,Hertha,Mannheim,1,0,H,,,,,,,,,,,,,,,,,,,,,
16,D2,31/07/93,Mainz,CZ Jena,2,0,H,,,,,,,,,,,,,,,,,,,,,
17,D2,31/07/93,Munich 1860,RW Essen,1,0,H,,,,,,,,,,,,,,,,,,,,,
18,D2,31/07/93,Saarbrucken,Stuttgarter K,3,0,H,,,,,,,,,,,,,,,,,,,,,
19,D2,31/07/93,St Pauli,Chemnitz,3,0,H,,,,,,,,,,,,,,,,,,,,,
20,D2,31/07/93,Uerdingen,Homburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
21,D2,31/07/93,Wuppertaler,Meppen,0,1,A,,,,,,,,,,,,,,,,,,,,,
22,D2,07/08/93,Chemnitz,Uerdingen,1,4,A,,,,,,,,,,,,,,,,,,,,,
23,D2,07/08/93,CZ Jena,Mannheim,2,2,D,,,,,,,,,,,,,,,,,,,,,
24,D2,07/08/93,Hansa Rostock,Wuppertaler,0,1,A,,,,,,,,,,,,,,,,,,,,,
25,D2,07/08/93,Homburg,F Koln,1,2,A,,,,,,,,,,,,,,,,,,,,,
26,D2,07/08/93,Mainz,Hannover,1,0,H,,,,,,,,,,,,,,,,,,,,,
27,D2,07/08/93,Meppen,St Pauli,1,1,D,,,,,,,,,,,,,,,,,,,,,
28,D2,07/08/93,RW Essen,Bochum,0,2,A,,,,,,,,,,,,,,,,,,,,,
29,D2,07/08/93,Stuttgarter K,Munich 1860,0,2,A,,,,,,,,,,,,,,,,,,,,,
30,D2,07/08/93,TB Berlin,Saarbrucken,0,4,A,,,,,,,,,,,,,,,,,,,,,
31,D2,07/08/93,Wolfsburg,Hertha,1,0,H,,,,,,,,,,,,,,,,,,,,,
32,D2,14/08/93,Bochum,Stuttgarter K,3,1,H,,,,,,,,,,,,,,,,,,,,,
33,D2,14/08/93,F Koln,Chemnitz,0,1,A,,,,,,,,,,,,,,,,,,,,,
34,D2,14/08/93,Hannover,CZ Jena,1,0,H,,,,,,,,,,,,,,,,,,,,,
35,D2,14/08/93,Hertha,Homburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
36,D2,14/08/93,Mannheim,Wolfsburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
37,D2,14/08/93,Munich 1860,TB Berlin,2,1,H,,,,,,,,,,,,,,,,,,,,,
38,D2,14/08/93,Saarbrucken,Mainz,2,0,H,,,,,,,,,,,,,,,,,,,,,
39,D2,14/08/93,St Pauli,Hansa Rostock,2,4,A,,,,,,,,,,,,,,,,,,,,,
40,D2,14/08/93,Uerdingen,Meppen,1,0,H,,,,,,,,,,,,,,,,,,,,,
41,D2,14/08/93,Wuppertaler,RW Essen,0,0,D,,,,,,,,,,,,,,,,,,,,,
42,D2,21/08/93,Chemnitz,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
43,D2,21/08/93,CZ Jena,Wolfsburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
44,D2,21/08/93,Hannover,Saarbrucken,4,1,H,,,,,,,,,,,,,,,,,,,,,
45,D2,21/08/93,Hansa Rostock,Uerdingen,2,0,H,,,,,,,,,,,,,,,,,,,,,
46,D2,21/08/93,Homburg,Mannheim,3,0,H,,,,,,,,,,,,,,,,,,,,,
47,D2,21/08/93,Mainz,Munich 1860,1,1,D,,,,,,,,,,,,,,,,,,,,,
48,D2,21/08/93,Meppen,F Koln,4,2,H,,,,,,,,,,,,,,,,,,,,,
49,D2,21/08/93,RW Essen,St Pauli,0,0,D,,,,,,,,,,,,,,,,,,,,,
50,D2,21/08/93,Stuttgarter K,Wuppertaler,1,0,H,,,,,,,,,,,,,,,,,,,,,
51,D2,21/08/93,TB Berlin,Bochum,1,1,D,,,,,,,,,,,,,,,,,,,,,
52,D2,28/08/93,Bochum,Mainz,2,0,H,,,,,,,,,,,,,,,,,,,,,
53,D2,28/08/93,F Koln,Hansa Rostock,0,0,D,,,,,,,,,,,,,,,,,,,,,
54,D2,28/08/93,Hertha,Meppen,1,1,D,,,,,,,,,,,,,,,,,,,,,
55,D2,28/08/93,Mannheim,Chemnitz,1,0,H,,,,,,,,,,,,,,,,,,,,,
56,D2,28/08/93,Munich 1860,Hannover,2,2,D,,,,,,,,,,,,,,,,,,,,,
57,D2,28/08/93,Saarbrucken,CZ Jena,2,1,H,,,,,,,,,,,,,,,,,,,,,
58,D2,28/08/93,St Pauli,Stuttgarter K,3,0,H,,,,,,,,,,,,,,,,,,,,,
59,D2,28/08/93,Uerdingen,RW Essen,2,0,H,,,,,,,,,,,,,,,,,,,,,
60,D2,28/08/93,Wolfsburg,Homburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
61,D2,28/08/93,Wuppertaler,TB Berlin,1,0,H,,,,,,,,,,,,,,,,,,,,,
62,D2,04/09/93,Chemnitz,Wolfsburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
63,D2,04/09/93,CZ Jena,Homburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
64,D2,04/09/93,Hannover,Bochum,0,0,D,,,,,,,,,,,,,,,,,,,,,
65,D2,04/09/93,Hansa Rostock,Hertha,2,2,D,,,,,,,,,,,,,,,,,,,,,
66,D2,04/09/93,Mainz,Wuppertaler,1,1,D,,,,,,,,,,,,,,,,,,,,,
67,D2,04/09/93,Meppen,Mannheim,1,0,H,,,,,,,,,,,,,,,,,,,,,
68,D2,04/09/93,RW Essen,F Koln,3,0,H,,,,,,,,,,,,,,,,,,,,,
69,D2,04/09/93,Saarbrucken,Munich 1860,0,2,A,,,,,,,,,,,,,,,,,,,,,
70,D2,04/09/93,Stuttgarter K,Uerdingen,0,2,A,,,,,,,,,,,,,,,,,,,,,
71,D2,04/09/93,TB Berlin,St Pauli,0,0,D,,,,,,,,,,,,,,,,,,,,,
72,D2,18/09/93,Bochum,Saarbrucken,4,0,H,,,,,,,,,,,,,,,,,,,,,
73,D2,18/09/93,F Koln,Stuttgarter K,2,1,H,,,,,,,,,,,,,,,,,,,,,
74,D2,18/09/93,Hertha,RW Essen,3,4,A,,,,,,,,,,,,,,,,,,,,,
75,D2,18/09/93,Homburg,Chemnitz,4,0,H,,,,,,,,,,,,,,,,,,,,,
76,D2,18/09/93,Mannheim,Hansa Rostock,3,3,D,,,,,,,,,,,,,,,,,,,,,
77,D2,18/09/93,Munich 1860,CZ Jena,2,0,H,,,,,,,,,,,,,,,,,,,,,
78,D2,18/09/93,St Pauli,Mainz,1,0,H,,,,,,,,,,,,,,,,,,,,,
79,D2,18/09/93,Uerdingen,TB Berlin,3,1,H,,,,,,,,,,,,,,,,,,,,,
80,D2,18/09/93,Wolfsburg,Meppen,3,2,H,,,,,,,,,,,,,,,,,,,,,
81,D2,18/09/93,Wuppertaler,Hannover,0,0,D,,,,,,,,,,,,,,,,,,,,,
82,D2,25/09/93,CZ Jena,Chemnitz,0,2,A,,,,,,,,,,,,,,,,,,,,,
83,D2,25/09/93,Hannover,St Pauli,4,1,H,,,,,,,,,,,,,,,,,,,,,
84,D2,25/09/93,Hansa Rostock,Wolfsburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
85,D2,25/09/93,Mainz,Uerdingen,1,1,D,,,,,,,,,,,,,,,,,,,,,
86,D2,25/09/93,Meppen,Homburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
87,D2,25/09/93,Munich 1860,Bochum,4,1,H,,,,,,,,,,,,,,,,,,,,,
88,D2,25/09/93,RW Essen,Mannheim,2,0,H,,,,,,,,,,,,,,,,,,,,,
89,D2,25/09/93,Saarbrucken,Wuppertaler,1,0,H,,,,,,,,,,,,,,,,,,,,,
90,D2,25/09/93,Stuttgarter K,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
91,D2,25/09/93,TB Berlin,F Koln,0,1,A,,,,,,,,,,,,,,,,,,,,,
92,D2,02/10/93,Bochum,CZ Jena,3,0,H,,,,,,,,,,,,,,,,,,,,,
93,D2,02/10/93,Chemnitz,Meppen,2,1,H,,,,,,,,,,,,,,,,,,,,,
94,D2,02/10/93,F Koln,Mainz,1,2,A,,,,,,,,,,,,,,,,,,,,,
95,D2,02/10/93,Hertha,TB Berlin,3,0,H,,,,,,,,,,,,,,,,,,,,,
96,D2,02/10/93,Homburg,Hansa Rostock,0,2,A,,,,,,,,,,,,,,,,,,,,,
97,D2,02/10/93,Mannheim,Stuttgarter K,0,1,A,,,,,,,,,,,,,,,,,,,,,
98,D2,02/10/93,St Pauli,Saarbrucken,1,1,D,,,,,,,,,,,,,,,,,,,,,
99,D2,02/10/93,Uerdingen,Hannover,3,2,H,,,,,,,,,,,,,,,,,,,,,
100,D2,02/10/93,Wolfsburg,RW Essen,2,2,D,,,,,,,,,,,,,,,,,,,,,
101,D2,02/10/93,Wuppertaler,Munich 1860,5,2,H,,,,,,,,,,,,,,,,,,,,,
102,D2,09/10/93,Bochum,Wuppertaler,1,0,H,,,,,,,,,,,,,,,,,,,,,
103,D2,09/10/93,CZ Jena,Meppen,0,0,D,,,,,,,,,,,,,,,,,,,,,
104,D2,09/10/93,Hannover,F Koln,0,2,A,,,,,,,,,,,,,,,,,,,,,
105,D2,09/10/93,Hansa Rostock,Chemnitz,2,0,H,,,,,,,,,,,,,,,,,,,,,
106,D2,09/10/93,Mainz,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
107,D2,09/10/93,Munich 1860,St Pauli,1,0,H,,,,,,,,,,,,,,,,,,,,,
108,D2,09/10/93,RW Essen,Homburg,3,3,D,,,,,,,,,,,,,,,,,,,,,
109,D2,09/10/93,Saarbrucken,Uerdingen,2,1,H,,,,,,,,,,,,,,,,,,,,,
110,D2,09/10/93,Stuttgarter K,Wolfsburg,0,0,D,,,,,,,,,,,,,,,,,,,,,
111,D2,09/10/93,TB Berlin,Mannheim,0,1,A,,,,,,,,,,,,,,,,,,,,,
112,D2,16/10/93,Chemnitz,RW Essen,2,1,H,,,,,,,,,,,,,,,,,,,,,
113,D2,16/10/93,F Koln,Saarbrucken,7,4,H,,,,,,,,,,,,,,,,,,,,,
114,D2,16/10/93,Hertha,Hannover,0,0,D,,,,,,,,,,,,,,,,,,,,,
115,D2,16/10/93,Homburg,Stuttgarter K,3,2,H,,,,,,,,,,,,,,,,,,,,,
116,D2,16/10/93,Mannheim,Mainz,1,0,H,,,,,,,,,,,,,,,,,,,,,
117,D2,16/10/93,Meppen,Hansa Rostock,4,1,H,,,,,,,,,,,,,,,,,,,,,
118,D2,16/10/93,St Pauli,Bochum,1,1,D,,,,,,,,,,,,,,,,,,,,,
119,D2,16/10/93,Uerdingen,Munich 1860,1,0,H,,,,,,,,,,,,,,,,,,,,,
120,D2,16/10/93,Wolfsburg,TB Berlin,2,1,H,,,,,,,,,,,,,,,,,,,,,
121,D2,16/10/93,Wuppertaler,CZ Jena,0,5,A,,,,,,,,,,,,,,,,,,,,,
122,D2,23/10/93,Bochum,Uerdingen,0,0,D,,,,,,,,,,,,,,,,,,,,,
123,D2,23/10/93,CZ Jena,Hansa Rostock,0,0,D,,,,,,,,,,,,,,,,,,,,,
124,D2,23/10/93,Hannover,Mannheim,1,1,D,,,,,,,,,,,,,,,,,,,,,
125,D2,23/10/93,Mainz,Wolfsburg,1,2,A,,,,,,,,,,,,,,,,,,,,,
126,D2,23/10/93,Munich 1860,F Koln,2,1,H,,,,,,,,,,,,,,,,,,,,,
127,D2,23/10/93,RW Essen,Meppen,4,1,H,,,,,,,,,,,,,,,,,,,,,
128,D2,23/10/93,Saarbrucken,Hertha,4,2,H,,,,,,,,,,,,,,,,,,,,,
129,D2,23/10/93,Stuttgarter K,Chemnitz,2,0,H,,,,,,,,,,,,,,,,,,,,,
130,D2,23/10/93,TB Berlin,Homburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
131,D2,23/10/93,Wuppertaler,St Pauli,2,1,H,,,,,,,,,,,,,,,,,,,,,
132,D2,30/10/93,Chemnitz,TB Berlin,1,0,H,,,,,,,,,,,,,,,,,,,,,
133,D2,30/10/93,F Koln,Bochum,1,2,A,,,,,,,,,,,,,,,,,,,,,
134,D2,30/10/93,Hansa Rostock,RW Essen,0,2,A,,,,,,,,,,,,,,,,,,,,,
135,D2,30/10/93,Hertha,Munich 1860,0,1,A,,,,,,,,,,,,,,,,,,,,,
136,D2,30/10/93,Homburg,Mainz,1,0,H,,,,,,,,,,,,,,,,,,,,,
137,D2,30/10/93,Mannheim,Saarbrucken,3,0,H,,,,,,,,,,,,,,,,,,,,,
138,D2,30/10/93,Meppen,Stuttgarter K,2,2,D,,,,,,,,,,,,,,,,,,,,,
139,D2,30/10/93,St Pauli,CZ Jena,2,1,H,,,,,,,,,,,,,,,,,,,,,
140,D2,30/10/93,Uerdingen,Wuppertaler,1,1,D,,,,,,,,,,,,,,,,,,,,,
141,D2,30/10/93,Wolfsburg,Hannover,0,0,D,,,,,,,,,,,,,,,,,,,,,
142,D2,06/11/93,Bochum,Hertha,3,1,H,,,,,,,,,,,,,,,,,,,,,
143,D2,06/11/93,CZ Jena,RW Essen,2,0,H,,,,,,,,,,,,,,,,,,,,,
144,D2,06/11/93,Hannover,Homburg,1,3,A,,,,,,,,,,,,,,,,,,,,,
145,D2,06/11/93,Mainz,Chemnitz,5,1,H,,,,,,,,,,,,,,,,,,,,,
146,D2,06/11/93,Munich 1860,Mannheim,3,1,H,,,,,,,,,,,,,,,,,,,,,
147,D2,06/11/93,Saarbrucken,Wolfsburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
148,D2,06/11/93,St Pauli,Uerdingen,0,0,D,,,,,,,,,,,,,,,,,,,,,
149,D2,06/11/93,Stuttgarter K,Hansa Rostock,3,2,H,,,,,,,,,,,,,,,,,,,,,
150,D2,06/11/93,TB Berlin,Meppen,1,1,D,,,,,,,,,,,,,,,,,,,,,
151,D2,06/11/93,Wuppertaler,F Koln,1,2,A,,,,,,,,,,,,,,,,,,,,,
152,D2,13/11/93,Chemnitz,Hannover,1,0,H,,,,,,,,,,,,,,,,,,,,,
153,D2,13/11/93,F Koln,St Pauli,1,2,A,,,,,,,,,,,,,,,,,,,,,
154,D2,13/11/93,Hansa Rostock,TB Berlin,2,1,H,,,,,,,,,,,,,,,,,,,,,
155,D2,13/11/93,Hertha,Wuppertaler,0,3,A,,,,,,,,,,,,,,,,,,,,,
156,D2,13/11/93,Homburg,Saarbrucken,2,2,D,,,,,,,,,,,,,,,,,,,,,
157,D2,13/11/93,Mannheim,Bochum,1,0,H,,,,,,,,,,,,,,,,,,,,,
158,D2,13/11/93,Meppen,Mainz,1,1,D,,,,,,,,,,,,,,,,,,,,,
159,D2,13/11/93,RW Essen,Stuttgarter K,0,0,D,,,,,,,,,,,,,,,,,,,,,
160,D2,13/11/93,Uerdingen,CZ Jena,0,0,D,,,,,,,,,,,,,,,,,,,,,
161,D2,13/11/93,Wolfsburg,Munich 1860,0,0,D,,,,,,,,,,,,,,,,,,,,,
162,D2,20/11/93,Bochum,Wolfsburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
163,D2,20/11/93,Hannover,Meppen,1,1,D,,,,,,,,,,,,,,,,,,,,,
164,D2,20/11/93,Mainz,Hansa Rostock,3,1,H,,,,,,,,,,,,,,,,,,,,,
165,D2,20/11/93,Munich 1860,Homburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
166,D2,20/11/93,Saarbrucken,Chemnitz,1,0,H,,,,,,,,,,,,,,,,,,,,,
167,D2,20/11/93,St Pauli,Hertha,1,0,H,,,,,,,,,,,,,,,,,,,,,
168,D2,20/11/93,Stuttgarter K,CZ Jena,0,2,A,,,,,,,,,,,,,,,,,,,,,
169,D2,20/11/93,TB Berlin,RW Essen,2,2,D,,,,,,,,,,,,,,,,,,,,,
170,D2,20/11/93,Uerdingen,F Koln,0,2,A,,,,,,,,,,,,,,,,,,,,,
171,D2,20/11/93,Wuppertaler,Mannheim,1,1,D,,,,,,,,,,,,,,,,,,,,,
172,D2,27/11/93,Chemnitz,Munich 1860,1,1,D,,,,,,,,,,,,,,,,,,,,,
173,D2,27/11/93,CZ Jena,F Koln,2,2,D,,,,,,,,,,,,,,,,,,,,,
174,D2,27/11/93,Hansa Rostock,Hannover,3,1,H,,,,,,,,,,,,,,,,,,,,,
175,D2,27/11/93,Hertha,Uerdingen,1,1,D,,,,,,,,,,,,,,,,,,,,,
176,D2,27/11/93,Homburg,Bochum,0,0,D,,,,,,,,,,,,,,,,,,,,,
177,D2,27/11/93,Mannheim,St Pauli,0,0,D,,,,,,,,,,,,,,,,,,,,,
178,D2,27/11/93,Meppen,Saarbrucken,3,0,H,,,,,,,,,,,,,,,,,,,,,
179,D2,27/11/93,RW Essen,Mainz,0,0,D,,,,,,,,,,,,,,,,,,,,,
180,D2,27/11/93,Stuttgarter K,TB Berlin,3,1,H,,,,,,,,,,,,,,,,,,,,,
181,D2,27/11/93,Wolfsburg,Wuppertaler,2,1,H,,,,,,,,,,,,,,,,,,,,,
182,D2,04/12/93,Bochum,Chemnitz,3,2,H,,,,,,,,,,,,,,,,,,,,,
183,D2,04/12/93,F Koln,Hertha,1,3,A,,,,,,,,,,,,,,,,,,,,,
184,D2,04/12/93,Hannover,RW Essen,2,0,H,,,,,,,,,,,,,,,,,,,,,
185,D2,04/12/93,Mainz,Stuttgarter K,4,0,H,,,,,,,,,,,,,,,,,,,,,
186,D2,04/12/93,Munich 1860,Meppen,1,2,A,,,,,,,,,,,,,,,,,,,,,
187,D2,04/12/93,Saarbrucken,Hansa Rostock,4,0,H,,,,,,,,,,,,,,,,,,,,,
188,D2,04/12/93,St Pauli,Wolfsburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
189,D2,04/12/93,TB Berlin,CZ Jena,0,0,D,,,,,,,,,,,,,,,,,,,,,
190,D2,04/12/93,Uerdingen,Mannheim,1,2,A,,,,,,,,,,,,,,,,,,,,,
191,D2,04/12/93,Wuppertaler,Homburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
192,D2,19/02/94,Bochum,Meppen,4,0,H,,,,,,,,,,,,,,,,,,,,,
193,D2,19/02/94,F Koln,Mannheim,0,0,D,,,,,,,,,,,,,,,,,,,,,
194,D2,19/02/94,Hannover,Stuttgarter K,1,0,H,,,,,,,,,,,,,,,,,,,,,
195,D2,19/02/94,Hertha,CZ Jena,0,0,D,,,,,,,,,,,,,,,,,,,,,
196,D2,19/02/94,Mainz,TB Berlin,1,4,A,,,,,,,,,,,,,,,,,,,,,
197,D2,19/02/94,Munich 1860,Hansa Rostock,1,2,A,,,,,,,,,,,,,,,,,,,,,
198,D2,19/02/94,Saarbrucken,RW Essen,3,1,H,,,,,,,,,,,,,,,,,,,,,
199,D2,19/02/94,St Pauli,Homburg,3,0,H,,,,,,,,,,,,,,,,,,,,,
200,D2,19/02/94,Uerdingen,Wolfsburg,0,0,D,,,,,,,,,,,,,,,,,,,,,
201,D2,19/02/94,Wuppertaler,Chemnitz,2,2,D,,,,,,,,,,,,,,,,,,,,,
202,D2,26/02/94,Chemnitz,St Pauli,0,0,D,,,,,,,,,,,,,,,,,,,,,
203,D2,26/02/94,CZ Jena,Mainz,2,0,H,,,,,,,,,,,,,,,,,,,,,
204,D2,26/02/94,Hansa Rostock,Bochum,2,1,H,,,,,,,,,,,,,,,,,,,,,
205,D2,26/02/94,Homburg,Uerdingen,0,1,A,,,,,,,,,,,,,,,,,,,,,
206,D2,26/02/94,Mannheim,Hertha,2,2,D,,,,,,,,,,,,,,,,,,,,,
207,D2,26/02/94,Stuttgarter K,Saarbrucken,2,2,D,,,,,,,,,,,,,,,,,,,,,
208,D2,26/02/94,TB Berlin,Hannover,1,2,A,,,,,,,,,,,,,,,,,,,,,
209,D2,05/03/94,Bochum,RW Essen,2,0,H,,,,,,,,,,,,,,,,,,,,,
210,D2,05/03/94,F Koln,Homburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
211,D2,05/03/94,Hannover,Mainz,1,1,D,,,,,,,,,,,,,,,,,,,,,
212,D2,05/03/94,Hertha,Wolfsburg,4,0,H,,,,,,,,,,,,,,,,,,,,,
213,D2,05/03/94,Mannheim,CZ Jena,2,0,H,,,,,,,,,,,,,,,,,,,,,
214,D2,05/03/94,Munich 1860,Stuttgarter K,1,3,A,,,,,,,,,,,,,,,,,,,,,
215,D2,05/03/94,Saarbrucken,TB Berlin,2,2,D,,,,,,,,,,,,,,,,,,,,,
216,D2,05/03/94,St Pauli,Meppen,1,0,H,,,,,,,,,,,,,,,,,,,,,
217,D2,05/03/94,Uerdingen,Chemnitz,2,0,H,,,,,,,,,,,,,,,,,,,,,
218,D2,05/03/94,Wuppertaler,Hansa Rostock,4,1,H,,,,,,,,,,,,,,,,,,,,,
219,D2,12/03/94,Chemnitz,F Koln,1,0,H,,,,,,,,,,,,,,,,,,,,,
220,D2,12/03/94,CZ Jena,Hannover,2,2,D,,,,,,,,,,,,,,,,,,,,,
221,D2,12/03/94,Homburg,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
222,D2,12/03/94,Mainz,Saarbrucken,1,1,D,,,,,,,,,,,,,,,,,,,,,
223,D2,12/03/94,Meppen,Uerdingen,0,2,A,,,,,,,,,,,,,,,,,,,,,
224,D2,12/03/94,RW Essen,Wuppertaler,0,0,D,,,,,,,,,,,,,,,,,,,,,
225,D2,12/03/94,Stuttgarter K,Bochum,0,0,D,,,,,,,,,,,,,,,,,,,,,
226,D2,12/03/94,TB Berlin,Munich 1860,1,0,H,,,,,,,,,,,,,,,,,,,,,
227,D2,12/03/94,Wolfsburg,Mannheim,2,2,D,,,,,,,,,,,,,,,,,,,,,
228,D2,19/03/94,Bochum,TB Berlin,5,1,H,,,,,,,,,,,,,,,,,,,,,
229,D2,19/03/94,F Koln,Meppen,1,1,D,,,,,,,,,,,,,,,,,,,,,
230,D2,19/03/94,Hertha,Chemnitz,1,2,A,,,,,,,,,,,,,,,,,,,,,
231,D2,19/03/94,Mannheim,Homburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
232,D2,19/03/94,Munich 1860,Mainz,0,2,A,,,,,,,,,,,,,,,,,,,,,
233,D2,19/03/94,Saarbrucken,Hannover,0,4,A,,,,,,,,,,,,,,,,,,,,,
234,D2,19/03/94,St Pauli,RW Essen,1,0,H,,,,,,,,,,,,,,,,,,,,,
235,D2,19/03/94,Uerdingen,Hansa Rostock,2,1,H,,,,,,,,,,,,,,,,,,,,,
